AccusedMasterID,CaseMasterID,CrimeNo,AccusedName,AgeYear,GenderID,CrimeRegisteredDate,prior_case_count,prior_cases_last_90d,prior_cases_last_180d,days_since_prev_case,current_case_heinous,prior_heinous_count,prior_heinous_ratio,gravity_escalation_flag,mean_inter_case_days,cadence_acceleration,distinct_crime_heads,repeated_offence_type,mo_consistency_score,recurring_location_count,target_label,is_evaluable
38365,26771,100010157202300012,Wilson Kulkarni,,1.0,2023-03-26,28,1,3,31.0,0,5,0.1786,0,28.3,1.0955,7,0,0.0,27,0,1
35577,24744,100050319202300006,Wilson Kulkarni,,1.0,2023-05-01,29,2,2,36.0,0,5,0.1724,0,28.39,1.2679,8,1,0.0,28,1,1
26372,18254,100190596202300002,Wilson Kulkarni,18.0,1.0,2023-05-06,30,3,3,5.0,0,5,0.1667,0,28.66,0.1745,8,1,1.0,29,0,1
34843,24222,100110476202300008,Wilson Kulkarni,28.0,1.0,2023-08-30,31,0,3,116.0,0,5,0.1613,0,27.87,4.1627,8,1,0.0,30,1,1
30605,21233,100010039202300003,Wilson Kulkarni,24.0,,2023-09-06,32,1,4,7.0,1,5,0.1562,1,30.71,0.2279,8,1,0.25,31,1,1
26850,18561,100010086202300001,Wilson Kulkarni,,1.0,2023-09-23,33,2,4,17.0,0,6,0.1818,0,29.97,0.5673,8,1,0.0,32,1,1
36652,25538,100230637202300015,Wilson Kulkarni,22.0,1.0,2023-10-21,34,3,5,28.0,0,6,0.1765,0,29.58,0.9467,8,1,1.0,33,0,1
29136,20172,100010095202300001,Wilson Kulkarni,26.0,1.0,2023-11-27,35,4,4,37.0,1,6,0.1714,1,29.53,1.253,8,1,0.0,34,1,1
30600,21227,100230637202300005,Wilson Kulkarni,27.0,1.0,2023-12-16,36,3,5,19.0,0,7,0.1944,0,29.74,0.6388,8,0,0.0,35,1,1
53294,37681,100010148202400010,Wilson Kulkarni,,1.0,2024-01-06,37,3,6,21.0,1,7,0.1892,1,29.44,0.7132,9,1,0.0,35,1,1
52423,37053,100180587202400009,Wilson Kulkarni,24.0,1.0,2024-01-10,38,4,7,4.0,0,8,0.2105,0,29.22,0.1369,9,1,0.0,36,1,1
52473,37086,100270672202400012,Wilson Kulkarni,17.0,1.0,2024-01-17,39,5,8,7.0,0,8,0.2051,0,28.55,0.2452,9,1,0.0,37,1,1
50439,35639,800010165202400001,Wilson Kulkarni,19.0,1.0,2024-01-22,40,5,9,5.0,0,8,0.2,0,28.0,0.1786,9,1,1.0,37,1,1
54053,38252,100010112202400013,Wilson Kulkarni,21.0,1.0,2024-01-22,41,6,10,0.0,0,8,0.1951,0,27.43,0.0,9,1,1.0,38,0,1
52531,37123,100010116202400008,Wilson Kulkarni,30.0,1.0,2024-04-21,42,2,7,90.0,0,8,0.1905,0,26.78,3.3607,9,0,0.0,39,1,1
44705,31244,100070386202400004,Wilson Kulkarni,16.0,1.0,2024-04-23,43,1,8,2.0,0,8,0.186,0,28.29,0.0707,10,1,1.0,40,1,1
44638,31187,100050328202400004,Wilson Kulkarni,20.0,1.0,2024-05-19,44,2,9,26.0,1,8,0.1818,1,27.67,0.9395,10,1,0.0,41,1,1
46705,32757,100120493202400002,Wilson Kulkarni,17.0,1.0,2024-05-23,45,3,10,4.0,1,9,0.2,1,27.64,0.1447,10,1,0.0,42,1,1
51158,36142,100170568202400016,Wilson Kulkarni,25.0,1.0,2024-06-12,46,4,10,20.0,0,10,0.2174,0,27.11,0.7377,10,1,0.0,43,1,1
51183,36152,100060358202400010,Wilson Kulkarni,38.0,1.0,2024-06-18,47,5,10,6.0,0,10,0.2128,0,26.96,0.2226,10,1,0.0,43,0,1
54527,38616,400100459202400002,Wilson Kulkarni,21.0,1.0,2024-08-18,48,3,6,61.0,0,10,0.2083,0,26.51,2.301,10,1,0.0,44,1,1
50563,35728,100050328202400011,Wilson Kulkarni,,1.0,2024-08-25,49,3,7,7.0,0,10,0.2041,0,27.23,0.2571,10,1,0.0,45,1,1
51554,36444,100010204202400012,Wilson Kulkarni,37.0,1.0,2024-08-26,50,4,8,1.0,1,10,0.2,1,26.82,0.0373,10,1,0.0,45,1,1
45347,31731,100350731202400006,Wilson Kulkarni,22.0,1.0,2024-09-01,51,5,9,6.0,0,11,0.2157,0,26.3,0.2281,10,1,0.0,46,1,1
52352,37015,100110481202400017,Wilson Kulkarni,24.0,,2024-09-05,52,6,10,4.0,0,11,0.2115,0,25.9,0.1544,10,1,0.0,47,1,1
41477,29028,800220629202400001,Wilson Kulkarni,29.0,1.0,2024-09-27,53,5,11,22.0,0,11,0.2075,0,25.48,0.8634,10,1,0.0,48,0,1
42220,29514,100030262202400001,Wilson Kulkarni,,1.0,2024-11-27,54,3,8,61.0,1,11,0.2037,1,25.42,2.4001,10,1,0.0,49,1,1
43526,30383,100110488202400001,Wilson Kulkarni,41.0,1.0,2024-12-12,55,2,8,15.0,0,12,0.2182,0,26.07,0.5753,10,1,0.0,50,1,1
52570,37149,100100452202400008,Wilson Kulkarni,33.0,1.0,2024-12-22,56,3,8,10.0,0,12,0.2143,0,25.87,0.3865,10,1,0.0,51,1,1
62708,44717,100070393202500005,Wilson Kulkarni,30.0,1.0,2025-01-01,57,3,9,10.0,0,12,0.2105,0,25.59,0.3908,10,1,0.0,52,0,1
67908,48562,800030271202500001,Wilson Kulkarni,28.0,1.0,2025-02-06,58,4,10,36.0,0,12,0.2069,0,25.32,1.422,10,1,0.0,52,1,1
61158,43526,100010121202500003,Wilson Kulkarni,47.0,1.0,2025-02-13,59,5,11,7.0,0,12,0.2034,0,25.5,0.2745,10,1,0.0,53,0,1
60416,42973,100150547202500006,Wilson Kulkarni,31.0,1.0,2025-04-15,60,2,6,61.0,0,12,0.2,0,25.19,2.4219,10,1,0.0,54,1,1
59558,42347,100110476202500004,Wilson Kulkarni,25.0,1.0,2025-05-05,61,3,7,20.0,0,12,0.1967,0,25.78,0.7757,10,1,0.0,55,0,1
67782,48470,100020213202500011,Wilson Kulkarni,31.0,,2025-07-12,62,2,4,68.0,0,12,0.1935,0,25.69,2.6471,10,1,0.0,55,1,1
69439,49704,100030253202500018,Wilson Kulkarni,44.0,1.0,2025-07-17,63,2,5,5.0,0,12,0.1905,0,26.37,0.1896,10,1,0.5,56,1,1
56015,39781,100190594202500002,Wilson Kulkarni,,1.0,2025-07-27,64,3,6,10.0,1,12,0.1875,1,26.03,0.3841,10,1,0.0,57,1,1
68019,48646,100010058202500014,Wilson Kulkarni,28.0,1.0,2025-08-01,65,4,7,5.0,0,13,0.2,0,25.78,0.1939,10,1,0.0,58,0,1
64222,45819,100060375202500012,Wilson Kulkarni,30.0,1.0,2025-09-16,66,4,6,46.0,0,13,0.197,0,25.46,1.8066,10,1,1.0,58,0,1
55764,39571,100010109202500001,Wilson Kulkarni,,1.0,2025-10-24,67,3,6,38.0,0,13,0.194,0,25.77,1.4744,10,1,1.0,59,1,1
68361,48896,100010133202500015,Wilson Kulkarni,30.0,1.0,2025-11-01,68,2,7,8.0,0,13,0.1912,0,25.96,0.3082,10,1,0.0,60,1,1
60291,42880,100010038202500006,Wilson Kulkarni,29.0,1.0,2025-11-03,69,3,7,2.0,0,13,0.1884,0,25.69,0.0778,10,1,0.0,61,0,1
3974,2648,100020248202100006,Wilson Kumar,,1.0,2021-01-03,0,0,0,365.0,0,0,0.0,0,365.0,1.0,0,0,0.0,0,0,1
7421,5008,100250657202100007,Wilson Kumar,,1.0,2021-02-03,1,1,1,31.0,1,0,0.0,1,31.0,1.0,1,1,0.0,1,1,1
1204,878,100050327202100002,Wilson Kumar,,1.0,2021-02-11,2,2,2,8.0,0,1,0.5,0,31.0,0.2581,1,0,0.0,2,1,1
4472,3008,100010060202100006,Wilson Kumar,,1.0,2021-02-15,3,3,3,4.0,0,1,0.3333,0,19.5,0.2051,2,0,0.0,3,0,1
12097,8158,100050344202100009,Wilson Kumar,27.0,1.0,2021-04-05,4,3,4,49.0,1,1,0.25,1,14.33,3.4186,3,0,0.0,4,0,1
3788,2538,400010083202100001,Wilson Kumar,31.0,1.0,2021-06-04,5,1,5,60.0,0,2,0.4,0,23.0,2.6087,4,1,0.0,5,1,1
1293,932,100030252202100002,Wilson Kumar,20.0,1.0,2021-06-19,6,2,6,15.0,0,2,0.3333,0,30.4,0.4934,4,1,0.0,6,1,1
6442,4382,100180586202100009,Wilson Kumar,28.0,1.0,2021-06-19,7,3,7,0.0,0,2,0.2857,0,27.83,0.0,4,0,0.0,7,0,1
3376,2282,100300701202100003,Wilson Kumar,37.0,1.0,2021-07-20,8,3,7,31.0,0,2,0.25,0,24.0,1.2917,5,1,0.0,8,1,1
1864,1318,100150552202100004,Wilson Kumar,23.0,1.0,2021-07-29,9,4,8,9.0,0,2,0.2222,0,24.88,0.3618,5,1,0.0,9,0,1
3856,2582,100070382202100003,Wilson Kumar,24.0,1.0,2021-09-02,10,5,6,35.0,0,2,0.2,0,23.11,1.5144,5,1,1.0,10,1,1
7313,4935,400220626202100001,Wilson Kumar,27.0,,2021-09-10,11,5,7,8.0,0,2,0.1818,0,24.3,0.3292,5,0,0.0,11,1,1
700,505,100040300202100001,Wilson Kumar,23.0,,2021-09-19,12,4,8,9.0,0,2,0.1667,0,22.82,0.3944,6,1,0.0,12,1,1
404,296,100040307202100001,Wilson Kumar,,1.0,2021-10-10,13,5,8,21.0,0,2,0.1538,0,21.67,0.9692,6,1,0.0,13,1,1
2879,1985,100120502202100004,Wilson Kumar,31.0,1.0,2021-10-25,14,5,9,15.0,0,2,0.1429,0,21.62,0.694,6,1,0.0,14,1,1
10584,7116,100010190202100004,Wilson Kumar,,1.0,2021-10-26,15,6,10,1.0,0,2,0.1333,0,21.14,0.0473,6,1,0.0,15,0,1
9361,6292,100290691202100010,Wilson Kumar,51.0,1.0,2021-12-28,16,3,8,63.0,0,2,0.125,0,19.8,3.1818,6,1,0.0,16,0,1
17410,11924,100060364202200004,Wilson Kumar,,1.0,2022-02-15,17,1,7,49.0,0,2,0.1176,0,22.5,2.1778,6,1,0.0,17,1,1
17882,12237,100080404202200004,Wilson Kumar,26.0,1.0,2022-03-12,18,2,6,25.0,0,2,0.1111,0,24.06,1.0391,6,0,0.0,18,1,1
17883,12237,100080404202200004,Wilson Kumar,26.0,1.0,2022-03-12,19,3,7,0.0,0,2,0.1053,0,24.11,0.0,7,1,0.0,19,0,1
13019,8855,100060367202200001,Wilson Kumar,,1.0,2022-04-24,20,3,5,43.0,0,2,0.1,0,22.89,1.8782,7,1,1.0,19,1,1
25921,17923,100010066202200009,Wilson Kumar,25.0,1.0,2022-05-15,21,4,5,21.0,1,2,0.0952,1,23.9,0.8787,7,1,1.0,20,0,1
16816,11515,100080410202200006,Wilson Kumar,26.0,1.0,2022-06-27,22,2,5,43.0,0,3,0.1364,0,23.76,1.8096,7,1,0.0,21,1,1
16817,11515,100080410202200006,Wilson Kumar,26.0,1.0,2022-06-27,23,3,6,0.0,0,3,0.1304,0,24.64,0.0,7,1,0.0,22,0,1
21265,14653,100010103202200010,Wilson Kumar,17.0,1.0,2022-09-07,24,2,6,72.0,0,3,0.125,0,23.61,3.0497,7,1,0.0,22,1,1
19983,13729,400120507202200002,Wilson Kumar,26.0,1.0,2022-09-15,25,3,5,8.0,1,3,0.12,1,25.62,0.3122,7,1,0.0,23,0,1
19289,13252,100140540202200005,Wilson Kumar,26.0,1.0,2022-11-17,26,2,4,63.0,0,4,0.1538,0,24.92,2.5281,7,0,1.0,24,1,1
21133,14548,100340727202200008,Wilson Kumar,23.0,1.0,2022-12-01,27,3,5,14.0,0,4,0.1481,0,26.38,0.5306,8,1,0.0,25,1,1
20505,14104,100010049202200006,Wilson Kumar,,1.0,2022-12-16,28,2,6,15.0,0,4,0.1429,0,25.93,0.5786,8,1,0.0,26,1,1
38664,27000,100010124202300016,Wilson Kumar,29.0,1.0,2023-01-08,29,3,5,23.0,0,4,0.1379,0,25.54,0.9007,8,1,0.0,27,1,1
28869,19991,100100466202300002,Wilson Kumar,,1.0,2023-01-09,30,4,6,1.0,1,4,0.1333,1,25.45,0.0393,8,1,0.0,28,1,1
35507,24696,100010068202300014,Wilson Kumar,20.0,1.0,2023-02-04,31,5,7,26.0,1,5,0.1613,1,24.63,1.0555,8,0,0.0,29,1,1
33230,23083,100010086202300006,Wilson Kumar,32.0,1.0,2023-02-25,32,5,8,21.0,0,6,0.1875,0,24.68,0.851,9,1,1.0,30,0,1
40066,28035,100200603202300010,Wilson Kumar,,1.0,2023-04-01,33,4,7,35.0,1,6,0.1818,1,24.56,1.4249,9,1,0.0,31,1,1
39284,27442,100080417202300007,Wilson Kumar,27.0,1.0,2023-04-11,34,3,8,10.0,0,7,0.2059,0,24.88,0.4019,9,1,0.0,32,0,1
28232,19546,100180584202300002,Wilson Kumar,40.0,1.0,2023-06-11,35,2,7,61.0,0,7,0.2,0,24.44,2.4958,9,1,0.0,33,1,1
26824,18538,100040305202300002,Wilson Kumar,18.0,1.0,2023-06-16,36,3,7,5.0,0,7,0.1944,0,25.49,0.1962,9,1,0.0,34,0,1
40124,28077,100160566202300011,Wilson Kumar,,1.0,2023-09-24,37,0,4,100.0,0,7,0.1892,0,24.92,4.0134,9,1,0.0,35,1,1
35838,24926,100100453202300007,Wilson Kumar,23.0,1.0,2023-10-01,38,1,4,7.0,0,7,0.1842,0,26.95,0.2598,9,1,0.0,36,1,1
26318,18220,100080415202300001,Wilson Kumar,27.0,1.0,2023-10-28,39,2,4,27.0,0,7,0.1795,0,26.42,1.0219,9,1,0.0,37,0,1
39203,27385,100010135202300013,Wilson Kumar,25.0,1.0,2023-12-04,40,3,5,37.0,0,7,0.175,0,26.44,1.3996,9,1,0.0,38,0,1
45839,32093,100090442202400005,Wilson Kumar,30.0,1.0,2024-01-18,41,2,4,45.0,0,7,0.1707,0,26.7,1.6854,9,1,0.0,39,1,1
52554,37137,100100455202400009,Wilson Kumar,27.0,1.0,2024-02-09,42,2,5,22.0,0,7,0.1667,0,27.15,0.8104,9,1,0.0,40,1,1
53748,38028,100090449202400012,Wilson Kumar,30.0,1.0,2024-02-11,43,3,6,2.0,0,7,0.1628,0,27.02,0.074,9,1,0.0,41,1,1
42064,29416,100100453202400001,Wilson Kumar,26.0,1.0,2024-03-02,44,4,7,20.0,0,7,0.1591,0,26.44,0.7564,9,1,0.0,42,1,1
50805,35910,100340724202400010,Wilson Kumar,24.0,1.0,2024-03-08,45,4,8,6.0,1,7,0.1556,1,26.3,0.2282,9,1,0.0,42,1,1
42108,29438,100010153202400001,Wilson Kumar,,1.0,2024-03-16,46,5,9,8.0,0,8,0.1739,0,25.84,0.3095,9,1,1.0,43,0,1
54241,38394,400040310202400002,Wilson Kumar,27.0,1.0,2024-05-22,47,3,7,67.0,0,8,0.1702,0,25.46,2.6319,9,1,0.0,44,1,1
52620,37185,100010157202400012,Wilson Kumar,24.0,1.0,2024-05-30,48,4,8,8.0,1,8,0.1667,1,26.34,0.3037,9,1,0.0,45,0,1
43794,30582,100080426202400003,Wilson Kumar,28.0,1.0,2024-07-28,49,2,7,59.0,0,9,0.1837,0,25.96,2.2729,9,1,0.0,46,1,1
53746,38026,100280684202400012,Wilson Kumar,,1.0,2024-08-10,50,3,6,13.0,0,9,0.18,0,26.63,0.4881,9,1,0.0,47,0,1
43806,30587,100010130202400006,Wilson Kumar,29.0,1.0,2024-09-21,51,2,4,42.0,0,9,0.1765,0,26.36,1.5933,9,1,0.0,48,1,1
43910,30642,400050347202400001,Wilson Kumar,,1.0,2024-09-24,52,3,5,3.0,0,9,0.1731,0,26.67,0.1125,9,1,0.0,49,1,1
44186,30839,100210625202400006,Wilson Kumar,,1.0,2024-09-26,53,4,6,2.0,0,9,0.1698,0,26.21,0.0763,9,1,0.0,50,1,1
49208,34678,100010131202400008,Wilson Kumar,16.0,1.0,2024-10-14,54,5,7,18.0,0,9,0.1667,0,25.75,0.6989,9,1,0.0,51,1,1
43064,30063,100030278202400001,Wilson Kumar,,1.0,2024-10-15,55,6,8,1.0,0,9,0.1636,0,25.61,0.039,9,1,0.0,52,1,1
53176,37592,100080415202400013,Wilson Kumar,28.0,1.0,2024-10-26,56,7,9,11.0,0,9,0.1607,0,25.16,0.4371,9,1,0.0,53,1,1
54237,38388,400010134202400004,Wilson Kumar,22.0,,2024-11-05,57,7,10,10.0,0,9,0.1579,0,24.91,0.4014,9,1,0.0,53,0,1
45011,31477,100070401202400004,Wilson Kumar,,1.0,2024-12-30,58,4,9,55.0,0,9,0.1552,0,24.65,2.2313,9,1,0.0,54,1,1
55417,39318,100020214202500002,Wilson Kumar,19.0,1.0,2025-01-27,59,2,9,28.0,0,9,0.1525,0,25.17,1.1123,9,1,0.3333,55,0,1
61248,43592,100100464202500006,Wilson Kumar,29.0,1.0,2025-03-22,60,2,8,54.0,0,9,0.15,0,25.22,2.1411,9,1,0.0,56,1,1
61173,43539,100020223202500004,Wilson Kumar,,1.0,2025-03-25,61,3,8,3.0,0,9,0.1475,0,25.7,0.1167,9,1,1.0,57,1,1
55010,38990,100090442202500002,Wilson Kumar,31.0,1.0,2025-04-12,62,3,8,18.0,0,9,0.1452,0,25.33,0.7107,9,1,0.0,58,1,1
65670,46891,100010105202500008,Wilson Kumar,30.0,,2025-04-26,63,4,6,14.0,1,9,0.1429,1,25.21,0.5553,9,1,0.0,58,1,1
63544,45327,100080404202500005,Wilson Kumar,,1.0,2025-05-09,64,4,6,13.0,0,10,0.1562,0,25.03,0.5193,9,1,0.0,59,1,1
56471,40099,100090430202500002,Wilson Kumar,23.0,1.0,2025-05-23,65,5,7,14.0,0,10,0.1538,0,24.84,0.5635,9,1,1.0,59,1,1
56472,40099,100090430202500002,Wilson Kumar,31.0,1.0,2025-05-23,66,6,8,0.0,0,10,0.1515,0,24.68,0.0,9,1,1.0,60,1,1
67302,48105,100240654202500011,Wilson Kumar,,1.0,2025-06-01,67,7,9,9.0,1,10,0.1493,1,24.32,0.3701,9,1,0.0,60,0,1
63842,45527,100240651202500009,Wilson Kumar,,1.0,2025-07-25,68,5,9,54.0,0,11,0.1618,0,24.09,2.2416,9,1,0.0,61,1,1
64451,45976,100220626202500006,Wilson Kumar,30.0,1.0,2025-08-01,69,5,9,7.0,0,11,0.1594,0,24.53,0.2854,9,1,0.0,62,1,1
54964,38953,100010070202500001,Wilson Kumar,,1.0,2025-08-10,70,5,10,9.0,0,11,0.1571,0,24.28,0.3707,9,1,1.0,62,1,1
57526,40797,800010178202500001,Wilson Kumar,41.0,,2025-09-08,71,3,11,29.0,0,11,0.1549,0,24.06,1.2055,9,1,1.0,63,1,1
64666,46124,100010183202500006,Wilson Kumar,24.0,1.0,2025-10-06,72,4,10,28.0,0,11,0.1528,0,24.13,1.1605,9,1,1.0,64,1,1
61651,43902,100270677202500009,Wilson Kumar,15.0,1.0,2025-10-23,73,5,10,17.0,0,11,0.1507,0,24.18,0.703,9,1,0.0,65,1,1
69226,49542,100250662202500008,Wilson Kumar,28.0,,2025-11-09,74,3,9,17.0,0,11,0.1486,0,24.08,0.7059,9,1,0.0,66,1,1
69391,49673,100150547202500011,Wilson Kumar,27.0,,2025-12-05,75,4,7,26.0,0,11,0.1467,0,23.99,1.0839,9,1,1.0,67,-1,0
62769,44758,100310706202500008,Wilson Kumar,36.0,,2025-12-06,76,5,8,1.0,1,11,0.1447,1,24.01,0.0416,9,1,0.0,68,-1,0
9069,6099,100010145202100010,Wilson Murthy,29.0,1.0,2021-04-02,0,0,0,365.0,0,0,0.0,0,365.0,1.0,0,0,0.0,0,1,1
4333,2908,100160558202100003,Wilson Murthy,21.0,1.0,2021-04-19,1,1,1,17.0,0,0,0.0,0,17.0,1.0,1,0,0.0,1,0,1
6721,4549,100010148202100004,Wilson Murthy,,1.0,2021-05-20,2,2,2,31.0,0,0,0.0,0,17.0,1.8235,2,0,0.0,2,0,1
2606,1797,100010112202100002,Wilson Murthy,31.0,1.0,2021-09-03,3,0,3,106.0,0,0,0.0,0,24.0,4.4167,3,0,0.0,3,1,1
7414,5005,400280682202100002,Wilson Murthy,,1.0,2021-09-12,4,1,4,9.0,0,0,0.0,0,51.33,0.1753,4,0,0.0,4,1,1
12675,8577,100050343202100016,Wilson Murthy,40.0,1.0,2021-09-26,5,2,5,14.0,0,0,0.0,0,40.75,0.3436,5,0,0.0,5,1,1
9753,6549,100020227202100009,Wilson Murthy,70.0,1.0,2021-10-02,6,3,5,6.0,0,0,0.0,0,35.4,0.1695,6,1,0.0,6,1,1
1277,916,100330721202100002,Wilson Murthy,22.0,1.0,2021-10-06,7,4,6,4.0,0,0,0.0,0,30.5,0.1311,6,1,0.0,7,1,1
11351,7670,100030273202100015,Wilson Murthy,32.0,1.0,2021-10-31,8,5,6,25.0,0,0,0.0,0,26.71,0.9358,6,0,0.0,8,0,1
7602,5118,100080414202100004,Wilson Murthy,29.0,1.0,2021-12-12,9,4,6,42.0,0,0,0.0,0,26.5,1.5849,7,1,0.0,9,1,1
17061,11695,100010142202200004,Wilson Murthy,33.0,,2022-01-03,10,3,7,22.0,0,0,0.0,0,28.22,0.7795,7,1,0.0,10,0,1
17689,12131,100100457202200004,Wilson Murthy,25.0,1.0,2022-02-09,11,2,8,37.0,0,0,0.0,0,27.6,1.3406,7,1,0.0,11,1,1
21638,14910,100010037202200009,Wilson Murthy,28.0,,2022-03-02,12,3,9,21.0,0,0,0.0,0,28.45,0.738,7,1,1.0,12,1,1
25978,17968,400180580202200002,Wilson Murthy,33.0,1.0,2022-03-04,13,4,9,2.0,0,0,0.0,0,27.83,0.0719,7,0,0.0,13,1,1
16078,11052,100160556202200004,Wilson Murthy,31.0,1.0,2022-03-06,14,5,10,2.0,0,0,0.0,0,25.85,0.0774,8,1,0.0,14,1,1
15596,10723,100100453202200005,Wilson Murthy,37.0,1.0,2022-03-07,15,6,11,1.0,0,0,0.0,0,24.14,0.0414,8,1,0.0,15,0,1
25660,17768,100010041202200010,Wilson Murthy,21.0,1.0,2022-05-01,16,5,7,55.0,1,0,0.0,1,22.6,2.4336,8,0,0.0,16,1,1
20638,14203,100040307202200005,Wilson Murthy,,1.0,2022-05-17,17,5,8,16.0,0,1,0.0588,0,24.62,0.6497,9,1,0.0,17,1,1
15511,10650,100330720202200005,Wilson Murthy,23.0,1.0,2022-05-18,18,6,9,1.0,1,1,0.0556,1,24.12,0.0415,9,1,0.0,18,1,1
16205,11134,100030272202200003,Wilson Murthy,,1.0,2022-06-14,19,3,9,27.0,1,2,0.1053,1,22.83,1.1825,9,0,0.0,19,1,1
15437,10605,100280685202200003,Wilson Murthy,23.0,1.0,2022-06-27,20,4,10,13.0,0,3,0.15,0,23.05,0.5639,10,1,0.0,20,0,1
19799,13599,100160557202200007,Wilson Murthy,33.0,1.0,2022-07-31,21,4,10,34.0,0,3,0.1429,0,22.55,1.5078,10,1,0.0,21,1,1
17797,12187,100190596202200008,Wilson Murthy,,1.0,2022-08-30,22,3,9,30.0,0,3,0.1364,0,23.1,1.299,10,0,0.0,22,1,1
22506,15549,100010041202200008,Wilson Murthy,,1.0,2022-09-21,23,3,7,22.0,0,3,0.1304,0,23.41,0.9398,11,1,0.0,23,0,1
19958,13718,100070391202200008,Wilson Murthy,22.0,,2022-11-19,24,2,5,59.0,0,3,0.125,0,23.35,2.527,11,1,0.0,23,1,1
13632,9307,100170574202200001,Wilson Murthy,,1.0,2022-11-20,25,3,6,1.0,0,3,0.12,0,24.83,0.0403,11,1,0.0,24,1,1
25008,17298,100140538202200008,Wilson Murthy,,1.0,2022-11-28,26,4,7,8.0,0,3,0.1154,0,23.88,0.335,11,1,0.0,25,1,1
19691,13501,100180585202200005,Wilson Murthy,,1.0,2022-12-10,27,4,8,12.0,0,3,0.1111,0,23.27,0.5157,11,1,0.0,26,0,1
31252,21677,400040289202300001,Wilson Murthy,29.0,1.0,2023-01-26,28,4,7,47.0,0,3,0.1071,0,22.85,2.0567,11,0,0.0,27,0,1
37729,26346,100070380202300011,Wilson Murthy,,1.0,2023-03-24,29,1,5,57.0,0,3,0.1034,0,23.71,2.4036,12,1,0.0,28,1,1
28848,19978,100100471202300005,Wilson Murthy,26.0,1.0,2023-03-25,30,2,6,1.0,0,3,0.1,0,24.86,0.0402,12,1,0.0,29,1,1
31157,21618,100120509202300007,Wilson Murthy,42.0,1.0,2023-04-04,31,3,7,10.0,0,3,0.0968,0,24.07,0.4155,12,1,0.0,30,1,1
40295,28183,100230640202300007,Wilson Murthy,22.0,1.0,2023-04-11,32,4,8,7.0,0,3,0.0938,0,23.61,0.2964,12,1,0.0,31,1,1
28634,19814,100100454202300002,Wilson Murthy,26.0,1.0,2023-04-16,33,5,9,5.0,0,3,0.0909,0,23.09,0.2165,12,1,0.0,32,1,1
29147,20182,400040298202300001,Wilson Murthy,29.0,1.0,2023-04-17,34,6,10,1.0,0,3,0.0882,0,22.55,0.0444,12,1,0.0,33,1,1
36844,25684,400040286202300003,Wilson Murthy,29.0,1.0,2023-04-25,35,7,11,8.0,1,3,0.0857,1,21.91,0.3651,12,1,0.0,34,1,1
29423,20378,100100462202300005,Wilson Murthy,26.0,1.0,2023-04-29,36,7,12,4.0,0,4,0.1111,0,21.51,0.1859,12,1,0.0,35,1,1
28455,19700,100180582202300002,Wilson Murthy,,1.0,2023-05-16,37,8,13,17.0,0,4,0.1081,0,21.03,0.8085,12,1,0.0,36,1,1
28168,19499,100100462202300004,Wilson Murthy,26.0,1.0,2023-06-06,38,9,11,21.0,0,4,0.1053,0,20.92,1.0039,12,1,0.3333,37,1,1
37966,26510,100010112202300016,Wilson Murthy,37.0,1.0,2023-06-07,39,10,12,1.0,0,4,0.1026,0,20.92,0.0478,12,1,0.0,37,1,1
26384,18264,100100455202300001,Wilson Murthy,26.0,1.0,2023-06-08,40,11,13,1.0,1,4,0.1,1,20.41,0.049,12,1,0.0,37,1,1
26385,18264,100100455202300001,Wilson Murthy,26.0,1.0,2023-06-08,41,12,14,0.0,1,5,0.122,1,19.93,0.0,12,1,0.0,38,0,1
38454,26836,100260665202300009,Wilson Murthy,,1.0,2023-07-12,42,9,14,34.0,0,6,0.1429,0,19.46,1.7469,12,1,0.0,38,1,1
33935,23612,100040307202300007,Wilson Murthy,29.0,1.0,2023-07-17,43,8,15,5.0,1,6,0.1395,1,19.81,0.2524,12,1,0.0,39,1,1
32583,22601,100010056202300009,Wilson Murthy,29.0,,2023-07-29,44,7,15,12.0,1,7,0.1591,1,19.47,0.6165,12,1,0.0,39,1,1
30507,21156,100100469202300004,Wilson Murthy,26.0,1.0,2023-08-06,45,8,16,8.0,0,8,0.1778,0,19.3,0.4146,12,1,0.0,40,1,1
39409,27542,100040298202300009,Wilson Murthy,29.0,1.0,2023-08-22,46,8,17,16.0,0,8,0.1739,0,19.04,0.8401,12,1,0.0,41,1,1
39454,27579,100070394202300006,Wilson Murthy,17.0,1.0,2023-09-05,47,8,18,14.0,0,8,0.1702,0,18.98,0.7377,12,1,0.0,41,1,1
29900,20715,100040293202300004,Wilson Murthy,29.0,1.0,2023-09-12,48,6,19,7.0,0,8,0.1667,0,18.87,0.3709,12,1,0.0,42,1,1
39292,27454,100040294202300013,Wilson Murthy,29.0,1.0,2023-09-21,49,7,19,9.0,1,8,0.1633,1,18.62,0.4832,12,1,0.0,43,1,1
34444,23946,100160563202300002,Wilson Murthy,15.0,1.0,2023-10-02,50,8,18,11.0,0,9,0.18,0,18.43,0.5969,12,1,0.0,44,1,1
26784,18522,100130524202300001,Wilson Murthy,30.0,1.0,2023-10-15,51,8,16,13.0,0,9,0.1765,0,18.28,0.7112,12,1,0.0,45,1,1
31208,21650,100190596202300006,Wilson Murthy,36.0,1.0,2023-10-18,52,8,17,3.0,0,9,0.1731,0,18.18,0.165,12,1,0.0,46,1,1
